,Finess,Nomdelétablissement,NomInvestigateur,PrénomInvestigateur,TitreProjet,NuméroProjet,Acronyme,MontantAccordé,Année,Type,Projet
118,540002078,CHU DE NANCY,ZANNAD ,Faiez ,Etude MEDIA (MEtabolic road to DIAstolic heart failure): validation de biomarqueurs diagnostiques et pronostiques de l’insuffisance cardiaque diastolique                                                                                                                                                      ,188,MEDIA,92197.0,2012,I,PHRC
0,750712184,ASSISTANCE PUBLIQUE AP-HP,ANDRE,Thierry,"Etude clinique IDEA (International Duration Evaluation of Adjuvant Chemotherapy) ;Numéro PROTOCOLE GERCOR : C09-1 ;Numéro EudraCT : 2009-010384-16. Etude de Phase III randomisée, évaluant la durée du traitement adjuvant (3 versus 6 mois) avec FOLFOX 6 modifié (fluoropyrimidines, acide folinique et oxaliplatine) ou par XELOX (capécitabine et oxaliplatine) chez les patients atteints de cancer du côlon de stade III.",PHRC12-055 (I),IDEA (I),900000.0,2012,K,PHRC
1,140000100,CHU COTE DE NACRE - CAEN,BABIN,Emmanuel,Programme d’Education Thérapeutique visant l’amélioration de la qualité de vie des Aidants et des patients opérés par Laryngectomie totale (PETAL),PHRC12-220,PETAL,300000.0,2012,K,PHRC
2,690000880,CENTRE LEON BERARD,BACHELOT,Thomas,"Etude multicentrique de phase III en ouvert, évaluant l'intérêt de l'ajout de l'éverolimusà l'hormonothérapie adjuvante chez les patientes atteintes d'un cancer du sein de mauvais pronostic, ER+ et HER2-, sans rechute après 2 ou 3 ans d'hormonothérapie adjuvante",PHRC12-089,,902000.0,2012,K,PHRC
3,060000528,CENTRE ANTOINE LACASSAGNE,BARRIERE ,Jérôme,Etude de phase Ib d’association du pazopanib avec le temozolomide et la radiothérapie chez les patients atteints d’un glioblastome nouvellement diagnostiqué  (étude PAZOGLIO),PHRC12-024,PAZOGLIO,319000.0,2012,K,PHRC
4,940000664,INSTITUT GUSTAVE ROUSSY,BAUDIN,Eric ,"Premier essai thérapeutique de phase 2 randomisé, évaluant l’efficacité antitumorale de la radiothérapie métabolique par Octreotate marqué au 177Lutetium (OCLU) versus  Sutent dans le traitement  des carcinomes neuroendocrines bien différenciés du pancréas inopérables, progressifs. OCLURANDOM1inpNET",PHRC12-202,OCLURANDOM1inpNET,685000.0,2012,K,PHRC
5,750712184,ASSISTANCE PUBLIQUE AP-HP,BERGERON-LAFAURIE,Anne ,Evaluation de l’efficacité de l’azithromycine dans la prévention du syndrome de bronchiolite oblitérante au décours de l’allogreffe de cellules souches hématopoïétiques (ALLOZITHRO),PHRC12-121,ALLOZITHRO,202000.0,2012,K,PHRC
6,130001647,INSTITUT PAOLI CALMETTES,BLAISE,Didier ,Evaluation prospective et multicentrique de trois différentes doses de Busulfan intraveineux associé à Fludarabine et thymoglobuline dans le conditionnement d’une greffe allogénique HLA compatible chez des patients porteurs d’hémopathies myéloïdes malignes de mauvais pronostic.,PHRC12-031,,411000.0,2012,K,PHRC
7,690000880,CENTRE LEON BERARD,BLAY,Jean-Yves,"Etude de phase 3 multicentrique, randomisée, comparant l'interruption ou la poursuite de l'imatinib après 3 ans de traitement de maintenance des Tumeurs Stromales Gastrointestinales (GIST)",PHRC12-151,,400000.0,2012,K,PHRC
8,940000664,INSTITUT GUSTAVE ROUSSY,BOURGIER,Céline ,Multicentric phase III trial of superiority of stereotactic body radiotherapy in patients with metastatic breast cancer in first line of treatment,PHRC12-207,,549000.0,2012,K,PHRC
9,630780989,CHU DE CLERMONT-FERRAND,BOUTELOUP,Corinne ,"NEPHA : Etude prospective, randomisée, multicentrique, comparant la Nutrition Entérale et la nutrition Parentérale comme support nutritionnel chez les malades atteints d’Hémopathie maligne traités par Allogreffe de cellules souches hématopoïétiques",PHRC12-236,NEPHA,335000.0,2012,K,PHRC
10,690000880,CENTRE LEON BERARD,BOYLE,Helen,Etude de phase II randomisée évaluant l’efficacité et la tolérance du cetuximab dans le cancer de la verge locallement avancé ou métastatique (GETUG/AFU PC02),PHRC12-005,GETUG/AFU PC02,293000.0,2012,K,PHRC
11,940000664,INSTITUT GUSTAVE ROUSSY,BREUSKIN,Ingrid ,Evaluation clinique de la microscopie confocale endoscopique en cancérologie ORL - MEC ORL (MicroEndoscopie Confocale ORL),PHRC12-149,MEC ORL ,204000.0,2012,K,PHRC
12,750712184,ASSISTANCE PUBLIQUE AP-HP,CARPENTIER,Antoine ," Etude ASTER :Antagonistes des récepteurs à l’angiotensine II, stéroïdes et radiothérapie dans la prise en charge des glioblastomes –Essai multicentrique randomisé-",PHRC12-200,ASTER,160000.0,2012,K,PHRC
13,690000880,CENTRE LEON BERARD,CARRIE,Christian ,Traitements en conditions stéréotaxiques hypo-fractionnés des tumeurs malignes de l’enfant,PHRC12-012,,390000.0,2012,K,PHRC
14,750712184,ASSISTANCE PUBLIQUE AP-HP,CASTAING,Denis ,Intérêt d’une immunonutrition préopératoire dans les résections hépatiques à visée carcinologique,PHRC12-203,,253000.0,2012,K,PHRC
15,940000664,INSTITUT GUSTAVE ROUSSY,CAVALCANTI ,Andrea ," Essai de phase II  comparatif randomisé,ouvert, multicentrique pour évaluer l’Ipilimumab après perfusion isolée de membre chez des patients présentant de métastases en transit de mélanome des membres, stade IIIB and IIIC",PHRC12-161,,494000.0,2012,K,PHRC
16,750712184,ASSISTANCE PUBLIQUE AP-HP,DE BAZELAIRE ,Cédric ,Evaluation de la tomosynthèse dans la caractérisation et la prise en charge des lésions mammaires,PHRC12-070,,265000.0,2012,K,PHRC
17,750712184,ASSISTANCE PUBLIQUE AP-HP,DOMBRET,Hervé ,Traitement des leucémies aiguës lymphoblastiques de l’adulte – Le Protocole GRAALL-2013.,PHRC12-129,GRAALL-2013,1000000.0,2012,K,PHRC
18,440000289,CHU DE NANTES,DRENO,Brigitte,"Transfert adoptif de lymphocytes CD8+ spécifiques des antigènes de mélanome Melan-A et MELOE-1, sélectionnés à l’aide de multimères HLA peptides,  dans le traitement du mélanome métastatique.",PHRC12-154,,320000.0,2012,K,PHRC
19,940000664,INSTITUT GUSTAVE ROUSSY,DUCREUX,Michel ,NEOPAN Randomised trial of chemotherapy with Folfirinox or gemcitabine followed by radiochemotherapy in locally advanced pancreatic carcinoma,PHRC12-184,NEOPAN,487000.0,2012,K,PHRC
20,690781810,HOSPICES CIVILS DE LYON,FALANDRY,Claire,Etude EWOC (Elderly Women Ovarian Cancer) : étude prospective internationale de comparant 3 schémas d’administration de carboplatine +/- paclitaxel chez la patiente âgée vulnérable atteinte de cancer de l’ovaire avancé stades IIB-IV. Une collaboration entre le GINECO (Groupe d’Investigateurs Nationaux pour l’Etude des Cancers de l’Ovaire et du sein) et le GCIG (Gynecologic Cancer Intergroup).,PHRC12-187,EWOC ,403000.0,2012,K,PHRC
21,940000664,INSTITUT GUSTAVE ROUSSY,FIZAZI ,Karim ,Stratégie adaptée au pronostic pour l'usage d'une chimiothérapie dose-dense chez les patients atteints de tumeurs germinales non seminomateuses disseminées de mauvais pronostic : essai de phase III,PHRC12-182,,240000.0,2012,K,PHRC
22,690000880,CENTRE LEON BERARD,FLECHON,Aude,"Etude de phase III internationale randomisée comparant une chimiothérapie conventionnelle (CDCT) par l’association de Placlitaxel, Ifosfamide et Cisplatine (TIP) à une chimiothérapie intensive (HDCT) séquentielle par Carboplatine et Etoposide précédée par une chimiothérapie mobilisatrice par Paclitaxel et Ifosfamide (TI-CE) dans le traitement des tumeurs germinales (GCT) réfractaires ou non, en premier ligne de rattrapage.",PHRC12-079,,213000.0,2012,K,PHRC
23,750712184,ASSISTANCE PUBLIQUE AP-HP,FONTENAY,Michaela ,Valeur pronostique de mutations récurrentes dans une cohorte prospective les syndromes myélodysplasiques et les leucémies aigues myéloïdes secondaires,PHRC12-082,,290000.0,2012,K,PHRC
24,750813321,INSTITUT CURIE Paris Saint-Cloud,FOURQUET,Alain ,Etude randomisée de phase III portant sur le complément de dose de radiothérapie à délivrer au lit tumoral chez les femmes jeunes (moins de 51 ans) traitées pour un cancer du sein.,PHRC12-142,,221000.0,2012,K,PHRC
25,690000880,CENTRE LEON BERARD,FRAPPAZ,Didier,"Essai prospectif pour le diagnostic et le traitement des enfants, adolescents et jeunes adultes présentant un épendymome intracrânien",PHRC12-113,,342000.0,2012,K,PHRC
26,690000880,CENTRE LEON BERARD,GHESQUIERES,Hervé,"Etude multicentrique de phase II évaluant le conditionnement BeEAM (Bendamustine, Etoposide, Cytarabine, Melphalan) suivi d’une autogreffe de cellules souches périphériques en traitement de consolidation des premières et secondes rechutes chimiosensibles pour des patients porteurs de lymphomes folliculaires",PHRC12-003,,303000.0,2012,K,PHRC
27,690781810,HOSPICES CIVILS DE LYON,GLEHEN,Olivier,"Etude GASTRICHIP. Etude randomisée évaluant la ChimioHyperthermie IntraPéritonéale (CHIP) adjudante à l'oxaliplatine dans le traitement curatif des cancers gastriques avancés,",PHRC12-097,GASTRICHIP,855000.0,2012,K,PHRC
28,540001286,CLCC A VAUTRIN,HENROT,Philippe ,Intérêt de la technique d’auto-compression sur la tolérance de la mammographie,PHRC12-027,,203000.0,2012,K,PHRC
29,130001647,INSTITUT PAOLI CALMETTES,HOUVENAEGUEL,Gilles ,Essai de phase III multicentrique randomisé de non-infériorité de la réalisation ou non du curage axillaire en cas d’envahissement du (des) ganglion(s) sentinelle(s) dans le cancer du sein invasif,PHRC12-032,,814000.0,2012,K,PHRC
30,490000031,CHU D'ANGERS,HUREAUX,José,L’IMAGERIE PAR EMISSION DE POSITONS A LA 18F-3’-FLUORO-3’-DEOXY-L-THYMIDINE (18F-FLT) PEUT-ELLE AVOIR UN ROLE THERANOSTIQUE LORS DU TRAITEMENT PAR ERLOTINIB DANS LE CANCER BRONCHIQUE NON A PETITES CELLULES ?,PHRC12-250,,400000.0,2012,K,PHRC
31,750712184,ASSISTANCE PUBLIQUE AP-HP,KAROUI,Mehdi ,Chimiothérapie avec ou sans colectomie première chez les patients porteurs d’un cancer colique avec métastases hépatiques synchrones non résécables : Etude de phase III randomisée,PHRC12-058,,370000.0,2012,K,PHRC
32,440000289,CHU DE NANTES,KRAEBER-BODERE,Françoise,"Etude de phase I avec l'anticorps monoclonal anti-antigene de membrane spécifique de prostate (J591) marque a l'astate 211 dans le cancer de la prostate metastatique hormono-resistant,",PHRC12-148,,194000.0,2012,K,PHRC
33,350005179,CHU DE RENNES,LAMY ,Thierry ,"ETUDE PROSPECTIVE, MULTICENTRIQUE, CONTROLEE, RANDOMISEE, SUR GROUPES PARALLELES, COMPARANT L’EFFICACITE DE DEUX TRAITEMENTS IMMUNO-SUPPRESSEURS (méthotrexate, cyclophosphamide) DANS LES LEUCEMIES A GRANDS LYMPHOCYTES A GRAINS",PHRC12-086,,397000.0,2012,K,PHRC
34,940000664,INSTITUT GUSTAVE ROUSSY,LE PECHOUX,Cécile ,Essai de phase III comparant une radiothérapie médiastinale conformationnelle post-opératoire à l’absence de radiothérapie après chirurgie complète chez des patients présentant un carcinome bronchique non à petites cellules (CBNPC) avec envahissement médiastinal N2.,PHRC12-160,,355000.0,2012,K,PHRC
35,590000188,CLCC OSCAR LAMBRET LILLE,LEBLOND,Pierre ,Etude de phase II de la vinorelbine orale chez les enfants porteurs d’un gliome de bas grade en récidive ou réfractaire,PHRC12-194,,241000.0,2012,K,PHRC
36,940000664,INSTITUT GUSTAVE ROUSSY,LEBOULLEUX,Sophie ,Cancer thyroïdien différencié à faible risque : le traitement ablatif par iode 131 est-il utile ?,PHRC12-219,,683000.0,2012,K,PHRC
37,750712184,ASSISTANCE PUBLIQUE AP-HP,LEBTAHI ,Rachida ,Un essai randomisé prospectif ouvert comparant la radioembolisation par des microsphères chargées d’yttrium 90 avec une chimioembolisation transartérielle utilisées comme thérapies d’attente chez des patients atteints de carcinome hépato-cellulaire et en attente d’une transplantation hépatique.,PHRC12-228,,303000.0,2012,K,PHRC
38,750712184,ASSISTANCE PUBLIQUE AP-HP,MAURY,Sébastien ,Immunothérapie allogénique des hémopathies malignes par déplétion sélective des lymphocytes T régulateurs (ILD-Treg-2),PHRC12-144,ILD-Treg-2,870000.0,2012,K,PHRC
39,750712184,ASSISTANCE PUBLIQUE AP-HP,MEYER,Guy,"TILT : Tinzaparin in lung tumours-Effet d’une héparine de bas poids moléculaire sur la mortalité du cancer bronchique non à petites cellules de  stade I,II ou III A. Un essaimulticentrique, randomisé,ouvert.",PHRC12-212,TILT,143000.0,2012,K,PHRC
40,620100685,CH LENS,MOREL ,Pierre ,"ETUDE RANDOMISEE EUROPEENNE DE PHASE III COMPARANT L’EFFICACITE DE LA COMBINAISON DEXAMETHASONE, RITUXIMAB ET CYCLOPHOSPHAMIDE (DRC) AVEC OU SANS BORTEZOMIB CHEZ LES PATIENTS PORTEURS D’UNE MALADIE DE WALDENSTRÖM ET NON ANTERIEUREMENT TRAITES.",PHRC12-233,,242000.0,2012,K,PHRC
41,310782347,INSTITUT CLAUDIUS REGAUD,MOUREY,Loïc ,VEFORA (cancer urothélial (dont VEssie) avancé avec FOnction Rénale Altérée)- Etude de phase II/III randomisée multicentrique d’évaluation de l’efficacité et de la tolérance (critère composite) d’une chimiothérapie par Cis Platine fractionné/Gemcitabine ou Carboplatin/Gemcitabine dans une population de patients dont la fonction rénale est altérée (Clairance de la Créatinine entre 40 et 60 ml/min) porteur d’un cancer urothélial avancé ou métastatique.,PHRC12-018,VEFORA,293000.0,2012,K,PHRC
42,130786049,APHM,MOUTARDIER ,Vincent,"Intérêt d’une évaluation gériatrique standardisée associée à un plan d’intervention gériatrique sur l’autonomie, la qualité de vie, la survie de patients âgés de 70 ans et plus traités chirurgicalement pour un cancer résécable thoracique, digestif ou urologique. Etude randomisée, multicentrique.",PHRC12-180,,260000.0,2012,K,PHRC
43,750712184,ASSISTANCE PUBLIQUE AP-HP,NOS,Claude ,SENTIBRAS : individualisation du drainage lymphatique du bras lors du curage axillaire pour cancer du sein.,PHRC12-213,SENTIBRAS,25000.0,2012,K,PHRC
44,750813321,INSTITUT CURIE Paris Saint-Cloud,PAOLETTI ,Xavier ,Etude prospective observationnelle évaluant l’apport de la qualité de vie relative à la santé et des symptômes auto-rapporté par les patients pour caractériser la dose recommandée pour les essais de phase II dans les essais précoces de recherche de dose des thérapies ciblées.,PHRC12-143,,237000.0,2012,K,PHRC
45,690781810,HOSPICES CIVILS DE LYON,PEROL ,Maurice,"GFPC-IFCT 05,02 – Etude de phase III évaluant chez des patients atteints de cancer bronchique non a petites cellules métastatiques contrôlées après chimiothérapie d’induction par ciplatine + gemcitabine le maintien du contrôle de la maladie par la poursuite de la gemcitabine en maintenance ou par l’introduction séquentielle de l’erlotinib (Tarceva)",PHRC12-197,"GFPC-IFCT 05,02",73000.0,2012,K,PHRC
